precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
4991.41,3,0.25,1473.05,Belleza,Transferencia,"{'nombre': 'Shelley Estrada', 'edad': 21, 'ciudad': 'Querétaro'}","{'nombre': 'enough', 'marca': 'Walker, Fritz and Murray', 'stock': 60}",Whatever picture note mean thus traditional side. Information themselves picture claim.,Benefit how side. Smile evening child almost foreign recognize.,2025-09-10
557.93,8,0.09,7315.29,Hogar,Efectivo,"{'nombre': 'Teresa Bennett', 'edad': 44, 'ciudad': 'Querétaro'}","{'nombre': 'name', 'marca': 'Levine, Gonzales and Cowan', 'stock': 25}",My not number factor. Program understand cut exist.,"Entire ground population family difficult agree.
Prevent song degree short dark chance blood. Force performance risk dinner course yet.",2025-12-23
2382.42,6,0.15,7531.87,Hogar,Efectivo,"{'nombre': 'Tara Benton', 'edad': 21, 'ciudad': 'Puebla'}","{'nombre': 'turn', 'marca': 'Walter, Kennedy and Rojas', 'stock': 22}","Industry thing guess. Watch western require last idea item.
Become hear within involve.",Glass short painting whether response perform. Program among understand thousand. Stay especially interest enough wait quality.,2026-03-31
2272.13,8,0.17,5551.67,Deportes,Transferencia,"{'nombre': 'Joseph Briggs', 'edad': 52, 'ciudad': 'Querétaro'}","{'nombre': 'summer', 'marca': 'Parsons PLC', 'stock': 62}",Up old person stage. Plant economy letter.,"Agent each fact consumer operation the investment.
Service husband town car move truth however. Job concern past.",2025-05-04
1094.01,3,0.19,9365.1,Belleza,Transferencia,"{'nombre': 'Christina Turner', 'edad': 32, 'ciudad': 'Puebla'}","{'nombre': 'cover', 'marca': 'Martinez, Morales and Murray', 'stock': 26}",Both born social we. Bit government edge bed. Office we represent term reflect.,"Have candidate push art.
Heavy under personal. Voice work dark. Would wife now notice behind beyond.",2025-04-11
1021.85,2,0.16,3894.26,Electrónica,Efectivo,"{'nombre': 'William Elliott', 'edad': 38, 'ciudad': 'CDMX'}","{'nombre': 'city', 'marca': 'Cooper, Campbell and Dillon', 'stock': 37}",Inside around sort nice. Gun teacher Democrat join. Test during few animal operation whether.,Option part put method Democrat music Mr. Financial whose reflect recent. Land cold age mission audience manager across.,2025-04-05
927.58,7,0.12,1920.85,Ropa,Efectivo,"{'nombre': 'Savannah Young', 'edad': 35, 'ciudad': 'CDMX'}","{'nombre': 'media', 'marca': 'Harper-Simmons', 'stock': 81}",Firm common major social break employee. Police up assume you west. From shake buy woman half ago.,Enjoy rock religious pressure response food race religious. Standard produce top experience thus miss traditional.,2025-09-22
79.42,6,0.0,6368.61,Deportes,Transferencia,"{'nombre': 'Geoffrey Park', 'edad': 58, 'ciudad': 'CDMX'}","{'nombre': 'marriage', 'marca': 'Giles, Gonzalez and Morris', 'stock': 55}",Vote race entire Democrat minute.,Fly party land others physical present. Pressure tend use increase seven school go.,2025-08-08
4982.3,4,0.17,3609.69,Electrónica,Efectivo,"{'nombre': 'Robert Aguilar', 'edad': 55, 'ciudad': 'Querétaro'}","{'nombre': 'art', 'marca': 'Barnett PLC', 'stock': 50}",Myself myself shoulder hot feeling decision seat boy. Teach song notice have effort already spend.,Color far letter. Conference letter none reality decision time. Than choose spend stock claim.,2026-03-09
4081.01,9,0.07,5349.36,Electrónica,Transferencia,"{'nombre': 'William Bartlett MD', 'edad': 23, 'ciudad': 'Guadalajara'}","{'nombre': 'another', 'marca': 'Browning LLC', 'stock': 96}",Well early mention sense recognize. Look particular than thank mother culture throughout.,Difficult market right response create girl. Evening product test continue attack another out event.,2025-12-09
1682.03,3,0.2,6138.01,Hogar,Efectivo,"{'nombre': 'Elizabeth Lopez', 'edad': 54, 'ciudad': 'Puebla'}","{'nombre': 'character', 'marca': 'Gonzales LLC', 'stock': 40}",During tree describe while. Strategy state writer none site.,Break yet somebody car resource sign between small. Behind growth owner soon. Drive carry ground raise watch also east thought.,2025-11-26
2303.29,3,0.05,4569.27,Belleza,Tarjeta,"{'nombre': 'Amy Poole', 'edad': 18, 'ciudad': 'CDMX'}","{'nombre': 'law', 'marca': 'Mayer, Mack and Cook', 'stock': 99}",Clear up grow building. Attack physical finally.,Your act whether service. Wear article field born claim generation pick.,2025-12-03
2951.9,1,0.04,3055.85,Ropa,Efectivo,"{'nombre': 'Christian Davis', 'edad': 24, 'ciudad': 'CDMX'}","{'nombre': 'same', 'marca': 'Lawson, Hughes and Rowland', 'stock': 37}",Model song high. Process state security between song.,Should couple full machine board show do. Cut brother goal question. Own while exist.,2025-12-24
1628.97,1,0.27,1063.55,Hogar,PayPal,"{'nombre': 'David Garcia', 'edad': 43, 'ciudad': 'CDMX'}","{'nombre': 'usually', 'marca': 'Navarro Group', 'stock': 3}",Stuff tree light American. Require poor guess allow hotel. Return new add senior.,Investment some performance cold ever many. Of president thus new thought town camera nature. Movement benefit enough management vote glass follow.,2026-01-07
4342.62,1,0.24,1411.27,Electrónica,Tarjeta,"{'nombre': 'Joseph Horton', 'edad': 29, 'ciudad': 'Puebla'}","{'nombre': 'data', 'marca': 'Joyce-Wilson', 'stock': 48}",Ahead recognize begin street half from. Evening marriage room eight.,Return top ever off. Dream I citizen option mother pressure.,2025-04-30
1211.14,6,0.14,2662.24,Belleza,Efectivo,"{'nombre': 'Sara Chang', 'edad': 25, 'ciudad': 'Puebla'}","{'nombre': 'here', 'marca': 'Morrow Ltd', 'stock': 57}",Capital relationship happy general suffer person. Know away particular like brother.,And receive field you control statement key. Whatever perhaps dinner. Learn nice throw administration bank number technology area.,2025-04-20
1228.23,8,0.15,4888.34,Belleza,Tarjeta,"{'nombre': 'Brian Huffman', 'edad': 59, 'ciudad': 'Monterrey'}","{'nombre': 'item', 'marca': 'Perez, Bailey and Williams', 'stock': 26}",Project cause know lose behind. Reason ever imagine return.,Actually quite admit site open similar bar. Partner consumer lead still have form.,2025-10-13
3954.28,9,0.26,3183.3,Deportes,PayPal,"{'nombre': 'Chad Decker', 'edad': 50, 'ciudad': 'Querétaro'}","{'nombre': 'performance', 'marca': 'Taylor-Hoover', 'stock': 96}",Run marriage similar place. Customer north else might visit. Like record respond young clear.,Scientist think military strategy. Country four fire skin deep.,2025-12-25
3769.7,2,0.23,6246.11,Ropa,Transferencia,"{'nombre': 'Kevin Bonilla', 'edad': 46, 'ciudad': 'CDMX'}","{'nombre': 'population', 'marca': 'Hendricks PLC', 'stock': 45}",Action city hard management. Treatment national half grow drug PM whether house.,Thus piece kitchen. Mean Republican network above next. Third other everyone office.,2025-09-09
933.29,1,0.28,3125.24,Belleza,Efectivo,"{'nombre': 'Fernando Hernandez', 'edad': 58, 'ciudad': 'CDMX'}","{'nombre': 'PM', 'marca': 'Holmes LLC', 'stock': 69}",Mean physical expert blue. Usually project suffer entire see.,Including standard up hard executive speech. Space history peace might meet.,2025-11-18
912.84,9,0.01,6735.43,Ropa,Transferencia,"{'nombre': 'Samuel Johnston', 'edad': 57, 'ciudad': 'Puebla'}","{'nombre': 'surface', 'marca': 'Ingram, Adams and Bradley', 'stock': 58}",Land affect alone possible she. Simple before real bill conference rate.,"Plan through indeed education.
Present nothing success firm explain. Two age surface include third product own.",2025-12-14
4514.58,7,0.22,9702.04,Electrónica,PayPal,"{'nombre': 'Justin Garcia', 'edad': 40, 'ciudad': 'Querétaro'}","{'nombre': 'election', 'marca': 'Gordon PLC', 'stock': 58}",Society myself customer require. Share control develop owner focus pretty. Scientist your morning.,Remember alone how traditional involve. Professional trial animal how visit family power.,2025-11-04
4083.07,9,0.27,1002.48,Belleza,Tarjeta,"{'nombre': 'Kayla Lopez', 'edad': 26, 'ciudad': 'Monterrey'}","{'nombre': 'night', 'marca': 'Chavez, Marquez and Gomez', 'stock': 49}",Among down by left. Democratic kid scene animal test tend.,Alone set you million attack history. Couple writer but. Region friend they nearly still serious despite.,2025-08-25
1057.05,6,0.08,5223.07,Hogar,Tarjeta,"{'nombre': 'Dennis Hansen', 'edad': 35, 'ciudad': 'Monterrey'}","{'nombre': 'understand', 'marca': 'Turner, Miller and Reyes', 'stock': 94}",Family if student base stock reduce recognize. Would six dog back position offer technology.,"Would down anything sign. Those something why almost way pick. Back hit system.
Age sport sister and where. Wear story explain ready right though.",2025-04-11
459.97,6,0.06,1548.09,Ropa,Efectivo,"{'nombre': 'David Martinez', 'edad': 26, 'ciudad': 'Monterrey'}","{'nombre': 'same', 'marca': 'Cox Ltd', 'stock': 45}",Adult power rise happen source. Sure sister themselves role.,Instead Mr hear enter send sign entire. Dog feeling executive. End call room.,2025-12-11
3551.64,6,0.05,5975.43,Hogar,Tarjeta,"{'nombre': 'Stephanie Jones', 'edad': 44, 'ciudad': 'Monterrey'}","{'nombre': 'community', 'marca': 'Howe-Vasquez', 'stock': 69}",Relate people art well you add garden.,"Dog answer all who. Test responsibility become guess check.
Smile its much reveal. Stop send pass.",2025-11-07
4985.57,1,0.03,560.0,Ropa,Tarjeta,"{'nombre': 'Amy Butler', 'edad': 21, 'ciudad': 'CDMX'}","{'nombre': 'thank', 'marca': 'Murphy, Alvarado and Evans', 'stock': 17}",Daughter all interesting. Town ago author like. Every wear like Republican deep leave.,Executive president write analysis point. Score edge town least population born study. Discover up gas rule onto practice general.,2025-05-27
1774.55,5,0.16,724.44,Deportes,Efectivo,"{'nombre': 'Cheryl Dawson', 'edad': 54, 'ciudad': 'Querétaro'}","{'nombre': 'agent', 'marca': 'Smith, Miller and Archer', 'stock': 53}",Newspaper property sell memory address. Probably general begin ready but up. Hold hit analysis.,Admit where same baby city another class. Court everyone hope ten again however course.,2025-04-29
995.67,9,0.16,5613.23,Ropa,Efectivo,"{'nombre': 'Angela Willis', 'edad': 35, 'ciudad': 'CDMX'}","{'nombre': 'one', 'marca': 'Harper Ltd', 'stock': 9}",Current left cover. Begin cup reduce attention lot family responsibility.,Sure culture charge low police each. World music safe room.,2025-11-30
3305.95,1,0.18,366.68,Electrónica,Tarjeta,"{'nombre': 'Crystal Burton', 'edad': 33, 'ciudad': 'CDMX'}","{'nombre': 'successful', 'marca': 'Powell-Rasmussen', 'stock': 12}",Hour effect ready hand. Hit process each music better. Say behind smile wish wear interview.,Get bring same example according less. Behavior minute security character class. Him similar drug whole yard.,2025-06-07
2693.92,1,0.04,7268.66,Hogar,Transferencia,"{'nombre': 'Amy Martinez', 'edad': 57, 'ciudad': 'Querétaro'}","{'nombre': 'Mrs', 'marca': 'Brown, Gray and Patel', 'stock': 66}",Whole truth structure prove per final if. Mention such nearly who school choice.,Position term six five away loss daughter. Article structure develop child point. Measure make billion authority.,2025-08-05
4085.56,4,0.11,8796.06,Deportes,Transferencia,"{'nombre': 'Jeffrey Odom', 'edad': 43, 'ciudad': 'CDMX'}","{'nombre': 'family', 'marca': 'Brown PLC', 'stock': 3}",Phone American where discover thank. Price court security stuff number want skin remain.,Off either summer. Back would organization yes kitchen prove these.,2025-11-08
4259.63,2,0.18,5236.87,Hogar,Transferencia,"{'nombre': 'Diane Kelley', 'edad': 46, 'ciudad': 'CDMX'}","{'nombre': 'no', 'marca': 'Villarreal-Hardy', 'stock': 57}",Service enjoy region writer. Fish leader natural boy include window.,Popular forget already boy field. Open continue face rule.,2026-03-27
2217.72,2,0.24,4539.11,Hogar,Tarjeta,"{'nombre': 'Adam Gallegos', 'edad': 57, 'ciudad': 'Querétaro'}","{'nombre': 'outside', 'marca': 'Santos PLC', 'stock': 91}",Lose second behavior understand finish reflect. From institution himself space forget.,Letter force business class blue should. Campaign stay usually reason according medical no. Economy join kind employee wide beat.,2025-11-25
67.23,5,0.06,4474.6,Deportes,Tarjeta,"{'nombre': 'Curtis Kelly', 'edad': 24, 'ciudad': 'CDMX'}","{'nombre': 'miss', 'marca': 'Baker LLC', 'stock': 33}",Serious point experience my smile base environmental. Though guess language usually.,Understand now senior open increase. Big think here team kind somebody per. Up develop several though account admit.,2025-04-02
1295.84,4,0.18,2412.08,Electrónica,Efectivo,"{'nombre': 'Nicole Miller', 'edad': 33, 'ciudad': 'Puebla'}","{'nombre': 'billion', 'marca': 'Bauer and Sons', 'stock': 45}",Knowledge tonight form decade tax. Collection just often claim manager back window animal.,Long common sea federal. Son case process trial case move stage performance.,2026-03-14
4207.54,5,0.17,1297.8,Ropa,Transferencia,"{'nombre': 'Kyle Knight', 'edad': 38, 'ciudad': 'Querétaro'}","{'nombre': 'health', 'marca': 'Branch-Duncan', 'stock': 6}",Treatment drop response interesting set. Old speech reveal day. Many unit prepare break.,"Else measure civil add seek list protect.
Discussion wind simple town I wrong amount. Who if true result feeling over expect.",2026-02-27
3468.72,7,0.26,626.5,Hogar,Tarjeta,"{'nombre': 'Ivan Bell', 'edad': 59, 'ciudad': 'CDMX'}","{'nombre': 'experience', 'marca': 'Perez, Ward and Knox', 'stock': 67}",Receive final four product American. Region finish marriage change. Executive field show what.,Worry pattern staff recognize theory. Environment respond dream card tax. Inside ok carry hotel against.,2025-11-10
4842.24,7,0.22,6333.73,Belleza,Efectivo,"{'nombre': 'Linda Carter', 'edad': 23, 'ciudad': 'Puebla'}","{'nombre': 'data', 'marca': 'Morales, Salazar and Nelson', 'stock': 95}",Either coach as director. Team certain fight reflect feeling body help century.,Reason possible never direction. Three when artist stop decade answer purpose. Per head control support care.,2025-06-24
576.67,5,0.05,3260.93,Deportes,Efectivo,"{'nombre': 'Ivan Rivera', 'edad': 19, 'ciudad': 'Guadalajara'}","{'nombre': 'board', 'marca': 'Wallace Inc', 'stock': 90}",Week among all maintain lose girl feel. Development growth stage consider center woman.,"Just challenge military generation discuss. Simple family can area future gun.
Likely school final catch argue. Drive analysis share manager take.",2025-05-09
2078.35,8,0.24,9673.39,Deportes,Efectivo,"{'nombre': 'William Gould', 'edad': 59, 'ciudad': 'Monterrey'}","{'nombre': 'full', 'marca': 'Webb Inc', 'stock': 55}",Resource win sense fear country which. Doctor answer choose although.,"Specific game job tax. Theory member teacher collection several late.
One space price simply break. Reduce arrive pull. Move plant three.",2026-03-02
1070.16,2,0.12,748.29,Deportes,PayPal,"{'nombre': 'David Rodriguez', 'edad': 24, 'ciudad': 'Monterrey'}","{'nombre': 'of', 'marca': 'Burch-Brown', 'stock': 40}",Save debate size respond make special throw hand. Several response current local unit.,"Way laugh financial international include. Live social approach price.
Music office war war clearly church. Low measure prove else.",2025-09-17
4404.08,6,0.21,8089.47,Ropa,Transferencia,"{'nombre': 'Laurie Dunlap', 'edad': 54, 'ciudad': 'Monterrey'}","{'nombre': 'even', 'marca': 'Carter-Downs', 'stock': 23}",Front which style police take often allow. For TV agency here. Friend speech way.,Party recently happy Republican black sort. Even writer region somebody. Special better whether game ground. The long control keep.,2025-06-05
1150.55,9,0.04,2387.74,Ropa,Transferencia,"{'nombre': 'John Miller', 'edad': 44, 'ciudad': 'Monterrey'}","{'nombre': 'option', 'marca': 'Anderson Ltd', 'stock': 64}",One a player consumer their term military. Example every not shake recent. Use mother close cell.,Number treat east sure. Meeting over respond administration race full.,2026-03-17
